edinet_code,ticker,name_ja,name_en,industry,listed,search_text
E23885,,サンヨー食品株式会社,サンヨー食品株式会社,Others,False,サンヨー食品株式会社  
E23887,,永田紙業株式会社,永田紙業株式会社,Others,False,永田紙業株式会社  
E23890,,岩波　清久,岩波　清久,Others,False,岩波　清久  
E23897,,有限会社エフアールテイ,有限会社エフアールテイ,Others,False,有限会社エフアールテイ  
E23924,86300,ＳＯＭＰＯホールディングス株式会社,"Sompo Holdings, Inc.",Insurance,True,"ｓｏｍｐｏホールディングス株式会社 sompo holdings, inc. 86300"
E23926,,株式会社イーストアンドウエスト,株式会社イーストアンドウエスト,Others,False,株式会社イーストアンドウエスト  
E23929,,株式会社旭興産,株式会社旭興産,Others,False,株式会社旭興産  
E23943,,鎌倉投信株式会社,鎌倉投信株式会社,Others,False,鎌倉投信株式会社  
E23946,,井上　啓子,井上　啓子,Others,False,井上　啓子  
E23967,,株式会社フラッグシップアセットマネジメント,株式会社フラッグシップアセットマネジメント,Others,False,株式会社フラッグシップアセットマネジメント  
E23973,,リーディング証券株式会社,"Leading Securities Co.,Ltd",Securities & Commodity Futures,False,"リーディング証券株式会社 leading securities co.,ltd "
E23976,,一般財団法人ＷＮＩ気象文化創造センター,一般財団法人ＷＮＩ気象文化創造センター,Others,False,一般財団法人ｗｎｉ気象文化創造センター  
E23992,,藤村　春輝,藤村　春輝,Others,False,藤村　春輝  
E23995,,Ｊｏｈｏ　Ｃａｐｉｔａｌ，　Ｌ．Ｌ．Ｃ．,Ｊｏｈｏ　Ｃａｐｉｔａｌ，　Ｌ．Ｌ．Ｃ．,Others,False,ｊｏｈｏ　ｃａｐｉｔａｌ，　ｌ．ｌ．ｃ．  
E24017,21960,株式会社エスクリ,ESCRIT INC.,Services,True,株式会社エスクリ escrit inc. 21960
E24018,,上中商事株式会社,上中商事株式会社,Others,False,上中商事株式会社  
E24036,,韓国石油公社,韓国石油公社,Others,False,韓国石油公社  
E24041,,小熊　信一,小熊　信一,Others,False,小熊　信一  
E24049,,ＹＩＮＧ　ＬＵＯ,ＹＩＮＧ　ＬＵＯ,Others,False,ｙｉｎｇ　ｌｕｏ  
E24050,50200,ＥＮＥＯＳホールディングス株式会社,"ENEOS Holdings,Inc.",Oil & Coal Products,True,"ｅｎｅｏｓホールディングス株式会社 eneos holdings,inc. 50200"
E24056,,小田　博英,小田　博英,Others,False,小田　博英  
E24060,,株式会社地域経済活性化支援機構,株式会社地域経済活性化支援機構,Others,False,株式会社地域経済活性化支援機構  
E24073,87150,アニコム　ホールディングス株式会社,アニコム　ホールディングス株式会社,Insurance,True,アニコム　ホールディングス株式会社  87150
E24074,,藤井　道子,藤井　道子,Others,False,藤井　道子  
E24075,,株式会社エム・エス・アール,株式会社エム・エス・アール,Others,False,株式会社エム・エス・アール  
E24095,,飯田　一樹,飯田　一樹,Others,False,飯田　一樹  
E24113,,藤和コンサル株式会社,藤和コンサル株式会社,Others,False,藤和コンサル株式会社  
E24117,,有限会社ドリーム・ワークス,有限会社ドリーム・ワークス,Others,False,有限会社ドリーム・ワークス  
E24129,31600,株式会社大光,"OOMITSU CO., LTD.",Wholesale Trade,True,"株式会社大光 oomitsu co., ltd. 31600"
E24134,,白井商事株式会社,白井商事株式会社,Others,False,白井商事株式会社  
E24152,,コーヘン・アンド・スティアーズ・キャピタル・マネジメント・インク,コーヘン・アンド・スティアーズ・キャピタル・マネジメント・インク,Others,False,コーヘン・アンド・スティアーズ・キャピタル・マネジメント・インク  
E24158,77760,株式会社セルシード,CellSeed Inc.,Precision Instruments,True,株式会社セルシード cellseed inc. 77760
E24181,,南野　利久,南野　利久,Others,False,南野　利久  
E24182,,株式会社南野,株式会社南野,Others,False,株式会社南野  
E24185,,株式会社ウエスト,株式会社ウエスト,Others,False,株式会社ウエスト  
E24187,45770,ダイト株式会社,"Daito Pharmaceutical Co., Ltd.",Pharmaceutical,True,"ダイト株式会社 daito pharmaceutical co., ltd. 45770"
E24192,,エムティ商会株式会社,エムティ商会株式会社,Others,False,エムティ商会株式会社  
E24203,,日本レイ株式会社,日本レイ株式会社,Others,False,日本レイ株式会社  
E24206,,フレンドリー・パートナーズ株式会社,フレンドリー・パートナーズ株式会社,Others,False,フレンドリー・パートナーズ株式会社  
E24211,,重田　光時,重田　光時,Others,False,重田　光時  
E24221,,Ｎａｇａｔａ　ａｎｄ　Ｃｏｍｐａｎｙ株式会社,Ｎａｇａｔａ　ａｎｄ　Ｃｏｍｐａｎｙ株式会社,Others,False,ｎａｇａｔａ　ａｎｄ　ｃｏｍｐａｎｙ株式会社  
E24231,,株式会社レノ,株式会社レノ,Others,False,株式会社レノ  
E24233,,平賀　治郎,平賀　治郎,Others,False,平賀　治郎  
E24234,,村井　豪,村井　豪,Others,False,村井　豪  
E24248,31610,アゼアス株式会社,AZEARTH Corporation,Wholesale Trade,True,アゼアス株式会社 azearth corporation 31610
E24249,,豊山開発株式会社,豊山開発株式会社,Others,False,豊山開発株式会社  
E24271,,関根　俊一,関根　俊一,Others,False,関根　俊一  
E24281,,Ｓ・ＴＥＣ株式会社,Ｓ・ＴＥＣ株式会社,Others,False,ｓ・ｔｅｃ株式会社  
E24288,,金森　智,金森　智,Others,False,金森　智  
E24289,,金森　武,金森　武,Others,False,金森　武  
E24290,,金森　久,金森　久,Others,False,金森　久  
E24305,,株式会社サリックスフーズ,株式会社サリックスフーズ,Others,False,株式会社サリックスフーズ  
E24310,,株式会社大和インベストメント・マネジメント,株式会社大和インベストメント・マネジメント,Others,False,株式会社大和インベストメント・マネジメント  
E24314,,岩本　博,岩本　博,Others,False,岩本　博  
E24315,,捧　ミヨエ,捧　ミヨエ,Others,False,捧　ミヨエ  
E24325,,株式会社クレアートホールディングス,株式会社クレアートホールディングス,Others,False,株式会社クレアートホールディングス  
E24334,,株式会社ファストトラックイニシアティブ,株式会社ファストトラックイニシアティブ,Others,False,株式会社ファストトラックイニシアティブ  
E24337,,ＳＥＱＵＥＤＧＥ　ＩＮＶＥＳＴＭＥＮＴ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＬＩＭＩＴＥＤ,ＳＥＱＵＥＤＧＥ　ＩＮＶＥＳＴＭＥＮＴ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＬＩＭＩＴＥＤ,Others,False,ｓｅｑｕｅｄｇｅ　ｉｎｖｅｓｔｍｅｎｔ　ｉｎｔｅｒｎａｔｉｏｎａｌ　ｌｉｍｉｔｅｄ  
E24340,32710,株式会社　ＴＨＥグローバル社,The Global Ltd.,Real Estate,True,株式会社　ｔｈｅグローバル社 the global ltd. 32710
E24347,,アドバンス・レジデンス投資法人,アドバンス・レジデンス投資法人,Others,False,アドバンス・レジデンス投資法人  
E24350,,株式会社アイセイ薬局,株式会社アイセイ薬局,Retail Trade,False,株式会社アイセイ薬局  
E24372,,飯野　光俊,飯野　光俊,Others,False,飯野　光俊  
E24381,,岩本　哲夫,岩本　哲夫,Others,False,岩本　哲夫  
E24392,36390,株式会社ボルテージ,株式会社ボルテージ,Information & Communication,True,株式会社ボルテージ  36390
E24419,,鈴木　裕生,鈴木　裕生,Others,False,鈴木　裕生  
E24426,,シーエス（ケイマン）リミテッド,シーエス（ケイマン）リミテッド,Others,False,シーエス（ケイマン）リミテッド  
E24438,,株式会社ヨシキホールディングス,株式会社ヨシキホールディングス,Others,False,株式会社ヨシキホールディングス  
E24447,,越智　八千代,越智　八千代,Others,False,越智　八千代  
E24448,,越智　通広,越智　通広,Others,False,越智　通広  
E24450,,大倉　昊,大倉　昊,Others,False,大倉　昊  
E24453,36410,株式会社パピレス,"PAPYLESS CO.,Ltd.",Information & Communication,True,"株式会社パピレス papyless co.,ltd. 36410"
E24457,36400,株式会社電算,"DENSAN CO.,LTD.",Information & Communication,True,"株式会社電算 densan co.,ltd. 36400"
E24465,73710,Ｚｅｎｋｅｎ株式会社,Zenken Corporation,Information & Communication,True,ｚｅｎｋｅｎ株式会社 zenken corporation 73710
E24479,,Ｍｉｋａｔｕｓ株式会社,Mikatus Inc.,Services,False,ｍｉｋａｔｕｓ株式会社 mikatus inc. 
E24483,,Ｃｏｌｕｍｂｉａ　Ｍａｎａｇｅｍｅｎｔ　Ｉｎｖｅｓｔｍｅｎｔ　Ａｄｖｉｓｅｒｓ，　ＬＬＣ,Ｃｏｌｕｍｂｉａ　Ｍａｎａｇｅｍｅｎｔ　Ｉｎｖｅｓｔｍｅｎｔ　Ａｄｖｉｓｅｒｓ，　ＬＬＣ,Others,False,ｃｏｌｕｍｂｉａ　ｍａｎａｇｅｍｅｎｔ　ｉｎｖｅｓｔｍｅｎｔ　ａｄｖｉｓｅｒｓ，　ｌｌｃ  
E24485,,村上　美晴,村上　美晴,Others,False,村上　美晴  
E24486,,萩原株式会社,萩原株式会社,Others,False,萩原株式会社  
E24498,,株式会社ＡＭＧ,株式会社ＡＭＧ,Others,False,株式会社ａｍｇ  
E24506,,津谷　祐司,津谷　祐司,Others,False,津谷　祐司  
E24510,,森山　茂,森山　茂,Others,False,森山　茂  
E24512,14180,インターライフホールディングス株式会社,インターライフホールディングス株式会社,Construction,True,インターライフホールディングス株式会社  14180
E24521,,ＳＭＢＣベンチャーキャピタル株式会社,ＳＭＢＣベンチャーキャピタル株式会社,Others,False,ｓｍｂｃベンチャーキャピタル株式会社  
E24534,,小堺裕一郎,小堺裕一郎,Others,False,小堺裕一郎  
E24536,31660,ＯＣＨＩホールディングス株式会社,"OCHI HOLDINGS CO.,LTD.",Wholesale Trade,True,"ｏｃｈｉホールディングス株式会社 ochi holdings co.,ltd. 31660"
E24541,,山田　進,山田　進,Others,False,山田　進  
E24542,,株式会社新潟日報社,株式会社新潟日報社,Others,False,株式会社新潟日報社  
E24545,94130,株式会社テレビ東京ホールディングス,TV TOKYO Holdings Corporation,Information & Communication,True,株式会社テレビ東京ホールディングス tv tokyo holdings corporation 94130
E24550,21980,アイ・ケイ・ケイホールディングス株式会社,IKK Holdings Inc.,Services,True,アイ・ケイ・ケイホールディングス株式会社 ikk holdings inc. 21980
E24552,,有限会社エヌセック,有限会社エヌセック,Others,False,有限会社エヌセック  
E24558,14170,株式会社ミライト・ワン,MIRAIT ONE Corporation,Construction,True,株式会社ミライト・ワン mirait one corporation 14170
E24562,,オンキヨーホームエンターテイメント株式会社,オンキヨーホームエンターテイメント株式会社,Others,False,オンキヨーホームエンターテイメント株式会社  
E24568,,ＪＦＥエンジニアリング株式会社,ＪＦＥエンジニアリング株式会社,Others,False,ｊｆｅエンジニアリング株式会社  
E24576,,株式会社フーマイスターエレクトロニクス,"Fuhrmeister Electronics Co.,Ltd.",Wholesale Trade,False,"株式会社フーマイスターエレクトロニクス fuhrmeister electronics co.,ltd. "
E24581,,公益財団法人上原記念生命科学財団,公益財団法人上原記念生命科学財団,Others,False,公益財団法人上原記念生命科学財団  
E24590,,ミッション・バリュー・パートナーズ・エルエルシー,ミッション・バリュー・パートナーズ・エルエルシー,Others,False,ミッション・バリュー・パートナーズ・エルエルシー  
E24593,,中国農業銀行股イ分有限公司,中国農業銀行股イ分有限公司,Others,False,中国農業銀行股イ分有限公司  
E24603,,有限会社マイネン,有限会社マイネン,Others,False,有限会社マイネン  
E24613,,細羽　強,細羽　強,Others,False,細羽　強  
E24621,,株式会社ＨＣＭＡアルファ,株式会社ＨＣＭＡアルファ,Others,False,株式会社ｈｃｍａアルファ  
E24650,,尾﨑　朝樹,尾﨑　朝樹,Others,False,尾﨑　朝樹  
E24651,71480,株式会社ＦＰＧ,"Financial Partners Group Co.,Ltd.",Securities & Commodity Futures,True,"株式会社ｆｐｇ financial partners group co.,ltd. 71480"
E24657,,栗原　勝,栗原　勝,Others,False,栗原　勝  
E24665,,ポラリス・キャピタル・マネージメント・エルエルシー,ポラリス・キャピタル・マネージメント・エルエルシー,Others,False,ポラリス・キャピタル・マネージメント・エルエルシー  
E24666,,アルトラン・ビジネス・エスエー,アルトラン・ビジネス・エスエー,Others,False,アルトラン・ビジネス・エスエー  
E24681,,金子　和斗志,金子　和斗志,Others,False,金子　和斗志  
E24682,45820,シンバイオ製薬株式会社,SymBio Pharmaceuticals Limited,Pharmaceutical,True,シンバイオ製薬株式会社 symbio pharmaceuticals limited 45820
E24684,,有限会社インテレクチュアル,有限会社インテレクチュアル,Others,False,有限会社インテレクチュアル  
E24685,,ロイズ・バンク・ピーエルシー,ロイズ・バンク・ピーエルシー,Others,False,ロイズ・バンク・ピーエルシー  
E24708,,谷村　尚永,谷村　尚永,Others,False,谷村　尚永  
E24712,,石原　慎也,石原　慎也,Others,False,石原　慎也  
E24726,,梅田　渉,梅田　渉,Others,False,梅田　渉  
E24727,,エスエイピー・エスイー,エスエイピー・エスイー,Others,False,エスエイピー・エスイー  
E24736,,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,ウエスタン・アセット・マネジメント・カンパニー・リミテッド,Others,False,ウエスタン・アセット・マネジメント・カンパニー・リミテッド  
E24744,,株式会社岡本俊人,株式会社岡本俊人,Others,False,株式会社岡本俊人  
E24745,,インベスコ・アセット・マネジメント・リミテッド,インベスコ・アセット・マネジメント・リミテッド,Others,False,インベスコ・アセット・マネジメント・リミテッド  
E24747,,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　（Ｎｏｍｕｒａ　Ｅｕｒｏｐｅ　Ｆｉｎａｎｃｅ　Ｎ．Ｖ．）,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　（Ｎｏｍｕｒａ　Ｅｕｒｏｐｅ　Ｆｉｎａｎｃｅ　Ｎ．Ｖ．）,Others,False,ノムラ・ヨーロッパ・ファイナンス・エヌ・ブイ　（ｎｏｍｕｒａ　ｅｕｒｏｐｅ　ｆｉｎａｎｃｅ　ｎ．ｖ．）  
E24753,78180,株式会社トランザクション,株式会社トランザクション,Other Products,True,株式会社トランザクション  78180
E24755,,アラムコ・オーバーシーズ・カンパニー・ビー・ヴィ,アラムコ・オーバーシーズ・カンパニー・ビー・ヴィ,Others,False,アラムコ・オーバーシーズ・カンパニー・ビー・ヴィ  
E24769,,学校法人東洋食品工業短期大学,学校法人東洋食品工業短期大学,Others,False,学校法人東洋食品工業短期大学  
E24817,,ジャパンフードビジネス株式会社,ジャパンフードビジネス株式会社,Others,False,ジャパンフードビジネス株式会社  
E24820,,坪田　康信,坪田　康信,Others,False,坪田　康信  
E24827,,今井　博文,今井　博文,Others,False,今井　博文  
E24838,,アルメイト株式会社,アルメイト株式会社,Others,False,アルメイト株式会社  
E24839,,栢森　雅勝,栢森　雅勝,Others,False,栢森　雅勝  
E24840,,釜山銀行,釜山銀行,Others,False,釜山銀行  
E24841,,ＧＬＰプライベート・リミテッド,ＧＬＰプライベート・リミテッド,Others,False,ｇｌｐプライベート・リミテッド  
E24846,,マルヨシセンター取引先持株会　理事長　小松義彦,マルヨシセンター取引先持株会　理事長　小松義彦,Others,False,マルヨシセンター取引先持株会　理事長　小松義彦  
E24847,,ＡＩＡグループ・リミテッド,ＡＩＡグループ・リミテッド,Others,False,ａｉａグループ・リミテッド  
E24854,,株式会社ヒロエキスプレス,株式会社ヒロエキスプレス,Others,False,株式会社ヒロエキスプレス  
E24858,,ＡｖａｎＳｔｒａｔｅ株式会社,AvanStrate Inc.,Glass & Ceramics Products,False,ａｖａｎｓｔｒａｔｅ株式会社 avanstrate inc. 
E24859,,山本　正信,山本　正信,Others,False,山本　正信  
E24861,,濵田　長伸,濵田　長伸,Others,False,濵田　長伸  
E24872,,シルチェスター・インターナショナル・インベスターズ・エルエルピー,シルチェスター・インターナショナル・インベスターズ・エルエルピー,Others,False,シルチェスター・インターナショナル・インベスターズ・エルエルピー  
E24878,,石川　諭,石川　諭,Others,False,石川　諭  
E24892,,森　捷三,森　捷三,Others,False,森　捷三  
E24910,,宮内　輝司,宮内　輝司,Others,False,宮内　輝司  
E24917,60500,イー・ガーディアン株式会社,E-Guardian Inc.,Services,True,イー・ガーディアン株式会社 e-guardian inc. 60500
E24919,,疋田　正一,疋田　正一,Others,False,疋田　正一  
E24926,,福田勝,福田勝,Others,False,福田勝  
E24930,,中村　裕司,中村　裕司,Others,False,中村　裕司  
E24951,49270,株式会社ポーラ・オルビスホールディングス,POLA ORBIS HOLDINGS INC.,Chemicals,True,株式会社ポーラ・オルビスホールディングス pola orbis holdings inc. 49270
E24958,,永瀬　栄作,永瀬　栄作,Others,False,永瀬　栄作  
E24963,,株式会社ディキャピタル,株式会社ディキャピタル,Others,False,株式会社ディキャピタル  
E24976,,國分　勘兵衛,國分　勘兵衛,Others,False,國分　勘兵衛  
E24980,,オーセンティシティ株式会社,オーセンティシティ株式会社,Others,False,オーセンティシティ株式会社  
E24981,,ミソノサービス株式会社,ミソノサービス株式会社,Others,False,ミソノサービス株式会社  
E24982,36450,株式会社メディカルネット,"Medical Net , Inc.",Information & Communication,True,"株式会社メディカルネット medical net , inc. 36450"
E24991,49280,株式会社ノエビアホールディングス,"noevir holdings co.,ltd.",Chemicals,True,"株式会社ノエビアホールディングス noevir holdings co.,ltd. 49280"
E24994,66270,株式会社テラプローブ,株式会社テラプローブ,Electric Appliances,True,株式会社テラプローブ  66270
E24995,,河越　誠剛,河越　誠剛,Others,False,河越　誠剛  
E24998,36470,株式会社ジー・スリーホールディングス,G Three Holdings Corporation,Information & Communication,True,株式会社ジー・スリーホールディングス g three holdings corporation 36470
E25001,,西村　邦夫,西村　邦夫,Others,False,西村　邦夫  
E25010,,株式会社ツジモトキャピタル,株式会社ツジモトキャピタル,Others,False,株式会社ツジモトキャピタル  
E25019,,株式会社ティー・サポート,株式会社ティー・サポート,Others,False,株式会社ティー・サポート  
E25022,,宮永　憲一,宮永　憲一,Others,False,宮永　憲一  
E25026,,株式会社ＳＩ,株式会社ＳＩ,Others,False,株式会社ｓｉ  
E25029,,有限会社しげる不動産,有限会社しげる不動産,Others,False,有限会社しげる不動産  
E25030,,エム・エヌ・エス株式会社,エム・エヌ・エス株式会社,Others,False,エム・エヌ・エス株式会社  
E25035,,有限会社ＹＡＳＮＡＧ,有限会社ＹＡＳＮＡＧ,Others,False,有限会社ｙａｓｎａｇ  
E25043,,シノプシス・インク,シノプシス・インク,Others,False,シノプシス・インク  
E25046,,西　登茂一,西　登茂一,Others,False,西　登茂一  
E25063,,城戸　恵子,城戸　恵子,Others,False,城戸　恵子  
E25065,,小澤　秀樹,小澤　秀樹,Others,False,小澤　秀樹  
E25081,,渡邊　唯志,渡邊　唯志,Others,False,渡邊　唯志  
E25083,,藤田　公康,藤田　公康,Others,False,藤田　公康  
E25087,,佐藤　隆生,佐藤　隆生,Others,False,佐藤　隆生  
E25088,,ピムコ・グローバル・アドバイザーズ（ルクセンブルグ）エス・エイ,ピムコ・グローバル・アドバイザーズ（ルクセンブルグ）エス・エイ,Others,False,ピムコ・グローバル・アドバイザーズ（ルクセンブルグ）エス・エイ  
E25089,,高谷　康久,高谷　康久,Others,False,高谷　康久  
E25100,,株式会社永幸,株式会社永幸,Others,False,株式会社永幸  
E25115,,株式会社新南愛知,"Shin minami aichi Co.,Ltd.",Services,False,"株式会社新南愛知 shin minami aichi co.,ltd. "
E25124,,岩田　克彦,岩田　克彦,Others,False,岩田　克彦  
E25139,,鈴木　郷史,鈴木　郷史,Others,False,鈴木　郷史  
E25143,,小形　明彦,小形　明彦,Others,False,小形　明彦  
E25144,,小川　義行,小川　義行,Others,False,小川　義行  
E25145,,依田　雅,依田　雅,Others,False,依田　雅  
E25147,,和田　宏,和田　宏,Others,False,和田　宏  
E25148,34800,株式会社ジェイ・エス・ビー,"J.S.B.Co.,Ltd.",Real Estate,True,"株式会社ジェイ・エス・ビー j.s.b.co.,ltd. 34800"
E25155,,君浪　進,君浪　進,Others,False,君浪　進  
E25156,58420,インテグラル株式会社,インテグラル株式会社,Other Financing Business,True,インテグラル株式会社  58420
E25160,,ゼニス羽田ホールディングス株式会社,"HANEDA ZENITH HOLDINGS Co.,Ltd.",Glass & Ceramics Products,False,"ゼニス羽田ホールディングス株式会社 haneda zenith holdings co.,ltd. "
E25165,31670,株式会社ＴＯＫＡＩホールディングス,TOKAI Holdings Corporation,Wholesale Trade,True,株式会社ｔｏｋａｉホールディングス tokai holdings corporation 31670
E25169,62490,株式会社ゲームカード・ジョイコホールディングス,"Gamecard-Joyco Holdings, Inc.",Machinery,True,"株式会社ゲームカード・ジョイコホールディングス gamecard-joyco holdings, inc. 62490"
E25175,,バークレイズ・ポートフォリオ,バークレイズ・ポートフォリオ,Others,False,バークレイズ・ポートフォリオ  
E25179,,馬渕保,馬渕保,Others,False,馬渕保  
E25189,,森中　一郎,森中　一郎,Others,False,森中　一郎  
E25201,,シコク共栄会　理事長　藪原健三,シコク共栄会　理事長　藪原健三,Others,False,シコク共栄会　理事長　藪原健三  
E25206,36460,株式会社駅探,"Ekitan&Co.,Ltd.",Information & Communication,True,"株式会社駅探 ekitan&co.,ltd. 36460"
E25216,,新妻　尚祐,新妻　尚祐,Others,False,新妻　尚祐  
E25217,,石井　健太郎,石井　健太郎,Others,False,石井　健太郎  
E25234,36080,株式会社ＴＳＩホールディングス,"TSI HOLDINGS CO., LTD.",Textiles & Apparels,True,"株式会社ｔｓｉホールディングス tsi holdings co., ltd. 36080"
E25237,,清水　三夫,清水　三夫,Others,False,清水　三夫  
E25252,,安井　隆太郎,安井　隆太郎,Others,False,安井　隆太郎  
E25254,,Ｉｎｖｅｓｃｏ　Ａｄｖｉｓｅｒｓ，　Ｉｎｃ．,Ｉｎｖｅｓｃｏ　Ａｄｖｉｓｅｒｓ，　Ｉｎｃ．,Others,False,ｉｎｖｅｓｃｏ　ａｄｖｉｓｅｒｓ，　ｉｎｃ．  
E25263,36480,ＡＧＳ株式会社,AGS Corporation,Information & Communication,True,ａｇｓ株式会社 ags corporation 36480
E25266,,九喜　健三,九喜　健三,Others,False,九喜　健三  
E25269,45790,ラクオリア創薬株式会社,RaQualia Pharma Inc.,Pharmaceutical,True,ラクオリア創薬株式会社 raqualia pharma inc. 45790
E25274,,ファースト・パシフィック・キャピタル有限会社,ファースト・パシフィック・キャピタル有限会社,Others,False,ファースト・パシフィック・キャピタル有限会社  
E25282,19090,日本ドライケミカル株式会社,"Nippon Dry-Chemical CO.,LTD.",Machinery,True,"日本ドライケミカル株式会社 nippon dry-chemical co.,ltd. 19090"
E25283,36490,株式会社ファインデックス,FINDEX Inc.,Information & Communication,True,株式会社ファインデックス findex inc. 36490
E25290,,太田油脂株式会社,太田油脂株式会社,Others,False,太田油脂株式会社  
E25303,22290,カルビー株式会社,カルビー株式会社,Foods,True,カルビー株式会社  22290
E25308,,工藤　恭孝,工藤　恭孝,Others,False,工藤　恭孝  
E25317,,ベル株式会社,ベル株式会社,Others,False,ベル株式会社  
E25322,,小島　賢二,小島　賢二,Others,False,小島　賢二  
E25323,,株式会社オーエフコーポレーション,株式会社オーエフコーポレーション,Others,False,株式会社オーエフコーポレーション  
E25329,,ポラリス・キャピタル・グループ株式会社,ポラリス・キャピタル・グループ株式会社,Others,False,ポラリス・キャピタル・グループ株式会社  
E25334,,西川　隆司,西川　隆司,Others,False,西川　隆司  
E25339,,中村　健治,中村　健治,Others,False,中村　健治  
E25351,,ハチソン・ポート・ホールディングス・マネジメント・ピーティーイー・リミテッド,ハチソン・ポート・ホールディングス・マネジメント・ピーティーイー・リミテッド,Others,False,ハチソン・ポート・ホールディングス・マネジメント・ピーティーイー・リミテッド  
E25353,,株式会社ＧＳＫ,株式会社ＧＳＫ,Others,False,株式会社ｇｓｋ  
E25360,,田中貴金属工業株式会社,田中貴金属工業株式会社,Others,False,田中貴金属工業株式会社  
E25374,,Ｆｒｉｔｏ－Ｌａｙ　Ｇｌｏｂａｌ　Ｉｎｖｅｓｔｍｅｎｔｓ　Ｂ．Ｖ．,Ｆｒｉｔｏ－Ｌａｙ　Ｇｌｏｂａｌ　Ｉｎｖｅｓｔｍｅｎｔｓ　Ｂ．Ｖ．,Others,False,ｆｒｉｔｏ－ｌａｙ　ｇｌｏｂａｌ　ｉｎｖｅｓｔｍｅｎｔｓ　ｂ．ｖ．  
E25386,66260,ＳＥＭＩＴＥＣ株式会社,SEMITEC Corporation,Electric Appliances,True,ｓｅｍｉｔｅｃ株式会社 semitec corporation 66260
E25387,,和田　成史,和田　成史,Others,False,和田　成史  
E25400,,ストーク株式会社,ストーク株式会社,Others,False,ストーク株式会社  
E25413,,櫛引　博敬,櫛引　博敬,Others,False,櫛引　博敬  
E25431,,松原　憲蔵,松原　憲蔵,Others,False,松原　憲蔵  
E25443,31680,株式会社ＭＥＲＦ,MERF Inc.,Wholesale Trade,True,株式会社ｍｅｒｆ merf inc. 31680
E25448,,ジェイ・オー・ハンブロ・キャピタル・マネージメント・リミテッド,ジェイ・オー・ハンブロ・キャピタル・マネージメント・リミテッド,Others,False,ジェイ・オー・ハンブロ・キャピタル・マネージメント・リミテッド  
E25450,,日東株式会社,日東株式会社,Others,False,日東株式会社  
E25457,,橘　和博,橘　和博,Others,False,橘　和博  
E25463,,ＯＫＡＤＡ　ＨＯＬＤＩＮＧＳ　ＬＩＭＩＴＥＤ,ＯＫＡＤＡ　ＨＯＬＤＩＮＧＳ　ＬＩＭＩＴＥＤ,Others,False,ｏｋａｄａ　ｈｏｌｄｉｎｇｓ　ｌｉｍｉｔｅｄ  
E25464,,高橋　一穗,高橋　一穗,Others,False,高橋　一穗  
E25478,,夏原　平和,夏原　平和,Others,False,夏原　平和  
E25488,,買場　清,買場　清,Others,False,買場　清  
E25495,,Ｂｒｉｄｇｅ　Ｃａｐｉｔａｌ　Ａｓｓｅｔ　Ｍａｎａｇｅｍｅｎｔ株式会社,Ｂｒｉｄｇｅ　Ｃａｐｉｔａｌ　Ａｓｓｅｔ　Ｍａｎａｇｅｍｅｎｔ株式会社,Others,False,ｂｒｉｄｇｅ　ｃａｐｉｔａｌ　ａｓｓｅｔ　ｍａｎａｇｅｍｅｎｔ株式会社  
E25512,,豊島株式会社,豊島株式会社,Others,False,豊島株式会社  
E25518,,吉村　栄義,吉村　栄義,Others,False,吉村　栄義  
E25522,,服部　信治,服部　信治,Others,False,服部　信治  
E25527,,平川　昌紀,平川　昌紀,Others,False,平川　昌紀  
E25542,,民秋　清史,民秋　清史,Others,False,民秋　清史  
E25551,28820,株式会社イートアンドホールディングス,"EAT&HOLDINGS Co.,Ltd.",Foods,True,"株式会社イートアンドホールディングス eat&holdings co.,ltd. 28820"
E25560,,大賀　昭司,大賀　昭司,Others,False,大賀　昭司  
E25610,,黒谷　純久,黒谷　純久,Others,False,黒谷　純久  
E25617,,ＴＫホールディングス株式会社,ＴＫホールディングス株式会社,Others,False,ｔｋホールディングス株式会社  
E25620,36520,株式会社ディジタルメディアプロフェッショナル,Digital  Media Professionals Inc.,Information & Communication,True,株式会社ディジタルメディアプロフェッショナル digital  media professionals inc. 36520
E25621,,ハウスコム株式会社,HOUSECOM CORPORATION,Real Estate,False,ハウスコム株式会社 housecom corporation 
E25623,,坂本ドネイション・ファウンデイション株式会社,坂本ドネイション・ファウンデイション株式会社,Others,False,坂本ドネイション・ファウンデイション株式会社  
E25633,,和納　勉,和納　勉,Others,False,和納　勉  
E25640,,田村　隆盛,田村　隆盛,Others,False,田村　隆盛  
E25643,,有限会社藤和興産,有限会社藤和興産,Others,False,有限会社藤和興産  
E25648,21170,ウェルネオシュガー株式会社,"WELLNEO SUGAR Co., Ltd.",Foods,True,"ウェルネオシュガー株式会社 wellneo sugar co., ltd. 21170"
E25649,,株式会社ブリーズ,株式会社ブリーズ,Others,False,株式会社ブリーズ  
E25660,,合同会社ワイコーポレーション,合同会社ワイコーポレーション,Others,False,合同会社ワイコーポレーション  
E25661,,株式会社エイチアンドワイ,株式会社エイチアンドワイ,Others,False,株式会社エイチアンドワイ  
