edinet_code,ticker,name_ja,name_en,industry,listed,search_text
E02123,70030,株式会社三井Ｅ＆Ｓ,"MITSUI E&S Co., Ltd.",Machinery,True,"株式会社三井ｅ＆ｓ mitsui e&s co., ltd. 70030"
E02124,70040,カナデビア株式会社,Kanadevia Corporation,Machinery,True,カナデビア株式会社 kanadevia corporation 70040
E02126,70110,三菱重工業株式会社,"Mitsubishi Heavy Industries,Ltd.",Machinery,True,"三菱重工業株式会社 mitsubishi heavy industries,ltd. 70110"
E02127,70120,川崎重工業株式会社,"Kawasaki Heavy Industries,Ltd.",Transportation Equipments,True,"川崎重工業株式会社 kawasaki heavy industries,ltd. 70120"
E02128,70130,株式会社ＩＨＩ,IHI Corporation,Machinery,True,株式会社ｉｈｉ ihi corporation 70130
E02129,70140,株式会社名村造船所,"Namura Shipbuilding Co.,Ltd.",Transportation Equipments,True,"株式会社名村造船所 namura shipbuilding co.,ltd. 70140"
E02131,70180,内海造船株式会社,Naikai  Zosen  Corporation,Transportation Equipments,True,内海造船株式会社 naikai  zosen  corporation 70180
E02134,71020,日本車輌製造株式会社,"NIPPON SHARYO, LTD.",Transportation Equipments,True,"日本車輌製造株式会社 nippon sharyo, ltd. 71020"
E02136,71050,三菱ロジスネクスト株式会社,"Mitsubishi Logisnext Co., Ltd.",Transportation Equipments,True,"三菱ロジスネクスト株式会社 mitsubishi logisnext co., ltd. 71050"
E02138,71220,近畿車輛株式会社,"THE KINKI SHARYO CO.,LTD.",Transportation Equipments,True,"近畿車輛株式会社 the kinki sharyo co.,ltd. 71220"
E02140,72760,株式会社小糸製作所,"KOITO MANUFACTURING CO.,LTD.",Electric Appliances,True,"株式会社小糸製作所 koito manufacturing co.,ltd. 72760"
E02142,72010,日産自動車株式会社,"NISSAN MOTOR CO., LTD.",Transportation Equipments,True,"日産自動車株式会社 nissan motor co., ltd. 72010"
E02143,72020,いすゞ自動車株式会社,ISUZU MOTORS LIMITED,Transportation Equipments,True,いすゞ自動車株式会社 isuzu motors limited 72020
E02144,72030,トヨタ自動車株式会社,TOYOTA MOTOR CORPORATION,Transportation Equipments,True,トヨタ自動車株式会社 toyota motor corporation 72030
E02146,72050,日野自動車株式会社,"HINO MORTORS,LTD.",Transportation Equipments,True,"日野自動車株式会社 hino mortors,ltd. 72050"
E02147,72420,カヤバ株式会社,KYB Corporation,Transportation Equipments,True,カヤバ株式会社 kyb corporation 72420
E02150,72220,日産車体株式会社,"NISSAN SHATAI CO.,LTD.",Transportation Equipments,True,"日産車体株式会社 nissan shatai co.,ltd. 72220"
E02152,72700,株式会社ＳＵＢＡＲＵ,SUBARU CORPORATION,Transportation Equipments,True,株式会社ｓｕｂａｒｕ subaru corporation 72700
E02154,72460,プレス工業株式会社,"PRESS KOGYO CO.,LTD.",Transportation Equipments,True,"プレス工業株式会社 press kogyo co.,ltd. 72460"
E02155,72360,株式会社ティラド,"T.RAD Co.,Ltd.",Transportation Equipments,True,"株式会社ティラド t.rad co.,ltd. 72360"
E02157,,マレリ株式会社,Marelli Corporation,Others,False,マレリ株式会社 marelli corporation 
E02158,72350,東京ラヂエーター製造株式会社,"TOKYO RADIATOR MFG. CO., LTD.",Transportation Equipments,True,"東京ラヂエーター製造株式会社 tokyo radiator mfg. co., ltd. 72350"
E02161,72380,曙ブレーキ工業株式会社,"AKEBONO BRAKE INDUSTRY CO.,LTD.",Transportation Equipments,True,"曙ブレーキ工業株式会社 akebono brake industry co.,ltd. 72380"
E02162,72830,愛三工業株式会社,"AISAN INDUSTRY CO., LTD",Transportation Equipments,True,"愛三工業株式会社 aisan industry co., ltd 72830"
E02163,72610,マツダ株式会社,Mazda Motor Corporation,Transportation Equipments,True,マツダ株式会社 mazda motor corporation 72610
E02164,,ダイハツ工業株式会社,Daihatsu Motor Co.,Others,False,ダイハツ工業株式会社 daihatsu motor co. 
E02166,72670,本田技研工業株式会社,"HONDA MOTOR CO., LTD.",Transportation Equipments,True,"本田技研工業株式会社 honda motor co., ltd. 72670"
E02167,72690,スズキ株式会社,suzuki motor corporation,Transportation Equipments,True,スズキ株式会社 suzuki motor corporation 72690
E02168,72720,ヤマハ発動機株式会社,"Yamaha Motor Co., Ltd.",Transportation Equipments,True,"ヤマハ発動機株式会社 yamaha motor co., ltd. 72720"
E02169,,トーハツ株式会社,TOHATSU CORPORATION,Transportation Equipments,False,トーハツ株式会社 tohatsu corporation 
E02170,72260,極東開発工業株式会社,"KYOKUTO KAIHATSU KOGYO CO.,LTD.",Transportation Equipments,True,"極東開発工業株式会社 kyokuto kaihatsu kogyo co.,ltd. 72260"
E02171,60420,株式会社ニッキ,"nikki co.,ltd",Transportation Equipments,True,"株式会社ニッキ nikki co.,ltd 60420"
E02172,72470,株式会社ミクニ,MIKUNI CORPORATION,Transportation Equipments,True,株式会社ミクニ mikuni corporation 72470
E02173,63560,日本ギア工業株式会社,"NIPPON GEAR CO.,LTD.",Machinery,True,"日本ギア工業株式会社 nippon gear co.,ltd. 63560"
E02174,72560,河西工業株式会社,"KASAI KOGYO CO .,LTD.",Transportation Equipments,True,"河西工業株式会社 kasai kogyo co .,ltd. 72560"
E02175,72450,大同メタル工業株式会社,"DAIDO METAL CO., LTD.",Transportation Equipments,True,"大同メタル工業株式会社 daido metal co., ltd. 72450"
E02176,72400,ＮＯＫ株式会社,NOK CORPORATION,Transportation Equipments,True,ｎｏｋ株式会社 nok corporation 72400
E02177,72440,市光工業株式会社,"ICHIKOH INDUSTRIES, LTD.",Electric Appliances,True,"市光工業株式会社 ichikoh industries, ltd. 72440"
E02178,72500,太平洋工業株式会社,"PACIFIC INDUSTRIAL CO.,LTD.",Transportation Equipments,True,"太平洋工業株式会社 pacific industrial co.,ltd. 72500"
E02180,63920,株式会社　ヤマダコーポレーション,YAMADA CORPORATION,Machinery,True,株式会社　ヤマダコーポレーション yamada corporation 63920
E02181,,株式会社ユーシン,U-Shin Ltd.,Electric Appliances,False,株式会社ユーシン u-shin ltd. 
E02183,72540,株式会社ユニバンス,UNIVANCE CORPORATION,Transportation Equipments,True,株式会社ユニバンス univance corporation 72540
E02184,,株式会社ショーワ,SHOWA CORPORATION,Transportation Equipments,False,株式会社ショーワ showa corporation 
E02185,56440,株式会社メタルアート,METALART CORPORATION,Iron & Steel,True,株式会社メタルアート metalart corporation 56440
E02189,64930,株式会社ＮＩＴＴＡＮ,NITTAN Corporation,Transportation Equipments,True,株式会社ｎｉｔｔａｎ nittan corporation 64930
E02190,,富士機工株式会社,Fuji Kiko Co.,Others,False,富士機工株式会社 fuji kiko co. 
E02194,59490,ユニプレス株式会社,UNIPRES CORPORATION,Transportation Equipments,True,ユニプレス株式会社 unipres corporation 59490
E02195,72410,フタバ産業株式会社,"FUTABA INDUSTRIAL CO., LTD.",Transportation Equipments,True,"フタバ産業株式会社 futaba industrial co., ltd. 72410"
E02196,,株式会社　ケーヒン,KEIHIN CORPORATION,Transportation Equipments,False,株式会社　ケーヒン keihin corporation 
E02199,64700,大豊工業株式会社,"TAIHO KOGYO CO.,LTD.",Machinery,True,"大豊工業株式会社 taiho kogyo co.,ltd. 64700"
E02200,,アイシンシロキ株式会社,アイシンシロキ株式会社,Others,False,アイシンシロキ株式会社  
E02201,72770,株式会社ＴＢＫ,"TBK Co.,Ltd.",Transportation Equipments,True,"株式会社ｔｂｋ tbk co.,ltd. 72770"
E02203,72780,株式会社エクセディ,EXEDY Corporation,Transportation Equipments,True,株式会社エクセディ exedy corporation 72780
E02204,72790,株式会社ハイレックスコーポレーション,HI-LEX CORPORATION,Transportation Equipments,True,株式会社ハイレックスコーポレーション hi-lex corporation 72790
E02205,72800,株式会社ミツバ,MITSUBA Corporation,Electric Appliances,True,株式会社ミツバ mitsuba corporation 72800
E02207,,キーパー株式会社,"KEEPER. CO., LTD.",Transportation Equipments,False,"キーパー株式会社 keeper. co., ltd. "
E02210,72390,株式会社タチエス,"TACHI-S CO.,LTD.",Transportation Equipments,True,"株式会社タチエス tachi-s co.,ltd. 72390"
E02213,72110,三菱自動車工業株式会社,MITSUBISHI MOTORS CORPORATION,Transportation Equipments,True,三菱自動車工業株式会社 mitsubishi motors corporation 72110
E02214,72870,日本精機株式会社,"NIPPON SEIKI CO.,LTD.",Transportation Equipments,True,"日本精機株式会社 nippon seiki co.,ltd. 72870"
E02216,72910,日本プラスト株式会社,"NIHON PLAST CO.,LTD.",Transportation Equipments,True,"日本プラスト株式会社 nihon plast co.,ltd. 72910"
E02217,72920,株式会社村上開明堂,MURAKAMI CORPORATION,Transportation Equipments,True,株式会社村上開明堂 murakami corporation 72920
E02219,72940,株式会社ヨロズ,YOROZU CORPORATION,Transportation Equipments,True,株式会社ヨロズ yorozu corporation 72940
E02221,72960,株式会社エフ・シー・シー,"F.C.C.CO.,LTD.",Transportation Equipments,True,"株式会社エフ・シー・シー f.c.c.co.,ltd. 72960"
E02222,59890,株式会社エイチワン,"H-ONE CO.,LTD.",Metal Products,True,"株式会社エイチワン h-one co.,ltd. 59890"
E02223,72970,株式会社カーメイト,"CAR MATE MFG.CO.,LTD",Transportation Equipments,True,"株式会社カーメイト car mate mfg.co.,ltd 72970"
E02224,,八千代工業株式会社,"YACHIYO INDUSTRY CO., LTD.",Transportation Equipments,False,"八千代工業株式会社 yachiyo industry co., ltd. "
E02225,72990,フジオーゼックス株式会社,FUJI OOZX Inc.,Transportation Equipments,True,フジオーゼックス株式会社 fuji oozx inc. 72990
E02226,72730,株式会社イクヨ,"IKUYO CO.,LTD.",Transportation Equipments,True,"株式会社イクヨ ikuyo co.,ltd. 72730"
E02227,72710,株式会社安永,YASUNAGA CORPORATION,Transportation Equipments,True,株式会社安永 yasunaga corporation 72710
E02228,59700,株式会社ジーテクト,G-TEKT CORPORATION,Metal Products,True,株式会社ジーテクト g-tekt corporation 59700
E02229,72120,株式会社エフテック,F-TECH INC.,Transportation Equipments,True,株式会社エフテック f-tech inc. 72120
E02230,,株式会社タツミ,TATSUMI Corporation,Transportation Equipments,False,株式会社タツミ tatsumi corporation 
E02231,72660,株式会社今仙電機製作所,"Imasen Electric Industrial Co.,Ltd.",Transportation Equipments,True,"株式会社今仙電機製作所 imasen electric industrial co.,ltd. 72660"
E02232,72650,エイケン工業株式会社,"EIKEN INDUSTRIES CO.,LTD",Transportation Equipments,True,"エイケン工業株式会社 eiken industries co.,ltd 72650"
E02233,72270,アスカ株式会社,ASKA CORPORATION,Transportation Equipments,True,アスカ株式会社 aska corporation 72270
E02234,72640,株式会社ムロコーポレーション,MURO CORPORATION,Transportation Equipments,True,株式会社ムロコーポレーション muro corporation 72640
E02235,,日信工業株式会社,"NISSIN KOGYO CO.,LTD.",Transportation Equipments,False,"日信工業株式会社 nissin kogyo co.,ltd. "
E02236,72290,株式会社ユタカ技研,"YUTAKA GIKEN CO.,LTD.",Transportation Equipments,True,"株式会社ユタカ技研 yutaka giken co.,ltd. 72290"
E02237,72200,武蔵精密工業株式会社,"MUSASHI SEIMITSU INDUSTRY CO.,LTD.",Transportation Equipments,True,"武蔵精密工業株式会社 musashi seimitsu industry co.,ltd. 72200"
E02238,72190,株式会社エッチ・ケー・エス,"HKS CO.,LTD.",Transportation Equipments,True,"株式会社エッチ・ケー・エス hks co.,ltd. 72190"
E02241,72180,田中精密工業株式会社,"TANAKA SEIMITSU KOGYO CO.,LTD.",Transportation Equipments,True,"田中精密工業株式会社 tanaka seimitsu kogyo co.,ltd. 72180"
E02242,72170,株式会社テイン,"TEIN,INC.",Transportation Equipments,True,"株式会社テイン tein,inc. 72170"
E02244,,株式会社山田製作所,"YAMADA MANUFACTURING CO., LTD.",Transportation Equipments,False,"株式会社山田製作所 yamada manufacturing co., ltd. "
E02245,34340,株式会社アルファ,ALPHA Corporation,Metal Products,True,株式会社アルファ alpha corporation 34340
E02246,72150,株式会社ファルテック,"FALTEC Co.,Ltd.",Transportation Equipments,True,"株式会社ファルテック faltec co.,ltd. 72150"
E02247,72140,ＧＭＢ株式会社,GMB CORPORATION,Transportation Equipments,True,ｇｍｂ株式会社 gmb corporation 72140
E02248,72080,株式会社カネミツ,KANEMITSU CORPORATION,Transportation Equipments,True,株式会社カネミツ kanemitsu corporation 72080
E02249,,タカタ株式会社,Takata Corporation,Transportation Equipments,False,タカタ株式会社 takata corporation 
E02251,,昭和飛行機工業株式会社,昭和飛行機工業株式会社,Others,False,昭和飛行機工業株式会社  
E02252,72240,新明和工業株式会社,"ShinMaywa Industries, Ltd.",Transportation Equipments,True,"新明和工業株式会社 shinmaywa industries, ltd. 72240"
E02254,74080,株式会社ジャムコ,JAMCO CORPORATION,Transportation Equipments,True,株式会社ジャムコ jamco corporation 74080
E02255,,住友精密工業株式会社,Sumitomo Precision Products Co.,Others,False,住友精密工業株式会社 sumitomo precision products co. 
E02257,73090,株式会社シマノ,SHIMANO INC.,Transportation Equipments,True,株式会社シマノ shimano inc. 73090
E02258,73050,新家工業株式会社,"ARAYA INDUSTRIAL CO.,LTD.",Iron & Steel,True,"新家工業株式会社 araya industrial co.,ltd. 73050"
E02261,,株式会社ツノダ,"TSUNODA CO.,LTD.",Real Estate,False,"株式会社ツノダ tsunoda co.,ltd. "
E02265,77010,株式会社　島津製作所,Shimadzu Corporation,Precision Instruments,True,株式会社　島津製作所 shimadzu corporation 77010
E02266,77210,東京計器株式会社,TOKYO KEIKI INC.,Precision Instruments,True,東京計器株式会社 tokyo keiki inc. 77210
E02267,77230,愛知時計電機株式会社,Aichi Clock Electric Co.,Precision Instruments,True,愛知時計電機株式会社 aichi clock electric co. 77230
E02269,77260,黒田精工株式会社,KURODA PRECISION INDUSTRIES LTD.,Machinery,True,黒田精工株式会社 kuroda precision industries ltd. 77260
E02270,77270,株式会社オーバル,OVAL Corporation,Precision Instruments,True,株式会社オーバル oval corporation 77270
E02271,77310,株式会社ニコン,NIKON CORPORATION,Precision Instruments,True,株式会社ニコン nikon corporation 77310
E02272,77330,オリンパス株式会社,OLYMPUS CORPORATION,Precision Instruments,True,オリンパス株式会社 olympus corporation 77330
E02274,77510,キヤノン株式会社,CANON INC.,Electric Appliances,True,キヤノン株式会社 canon inc. 77510
E02275,77520,株式会社リコー,"RICOH COMPANY,LTD.",Electric Appliances,True,"株式会社リコー ricoh company,ltd. 77520"
E02280,80500,セイコーグループ株式会社,SEIKO GROUP CORPORATION,Precision Instruments,True,セイコーグループ株式会社 seiko group corporation 80500
E02281,77620,シチズン時計株式会社,"Citizen Watch Co., Ltd.",Precision Instruments,True,"シチズン時計株式会社 citizen watch co., ltd. 77620"
E02282,,ジェコー株式会社,"JECO CO.,LTD.",Precision Instruments,False,"ジェコー株式会社 jeco co.,ltd. "
E02285,77340,理研計器株式会社,"RIKEN KEIKI CO.,LTD",Precision Instruments,True,"理研計器株式会社 riken keiki co.,ltd 77340"
E02286,68500,株式会社チノー,Chino Corporation,Electric Appliances,True,株式会社チノー chino corporation 68500
E02287,,株式会社セコニック,SEKONIC CORPORATION,Machinery,False,株式会社セコニック sekonic corporation 
E02288,77350,株式会社ＳＣＲＥＥＮホールディングス,"SCREEN Holdings Co., Ltd.",Electric Appliances,True,"株式会社ｓｃｒｅｅｎホールディングス screen holdings co., ltd. 77350"
E02289,77290,株式会社東京精密,"TOKYO SEIMITSU CO., LTD.",Precision Instruments,True,"株式会社東京精密 tokyo seimitsu co., ltd. 77290"
E02290,,大和製衡株式会社,"Yamato Scale Co.,Ltd.",Precision Instruments,False,"大和製衡株式会社 yamato scale co.,ltd. "
E02293,69660,株式会社三井ハイテック,"Mitsui High-tec, Inc.",Electric Appliances,True,"株式会社三井ハイテック mitsui high-tec, inc. 69660"
E02294,77690,リズム株式会社,"RHYTHM CO.,LTD.",Precision Instruments,True,"リズム株式会社 rhythm co.,ltd. 77690"
E02296,59570,日東精工株式会社,"NITTO SEIKO CO.,LTD.",Metal Products,True,"日東精工株式会社 nitto seiko co.,ltd. 59570"
E02299,77320,株式会社　トプコン,TOPCON CORPORATION,Precision Instruments,True,株式会社　トプコン topcon corporation 77320
E02300,,株式会社　ミツトヨ,Mitutoyo Corporation,Precision Instruments,False,株式会社　ミツトヨ mitutoyo corporation 
E02301,77390,キヤノン電子株式会社,CANON ELECTRONICS INC.,Electric Appliances,True,キヤノン電子株式会社 canon electronics inc. 77390
E02302,77180,スター精密株式会社,"STAR MICRONICS CO.,LTD.",Machinery,True,"スター精密株式会社 star micronics co.,ltd. 77180"
E02303,77020,株式会社ジェイ・エム・エス（称号　株式会社　ＪＭＳ）,"JMS CO.,LTD.",Precision Instruments,True,"株式会社ジェイ・エム・エス（称号　株式会社　ｊｍｓ） jms co.,ltd. 77020"
E02304,69600,フクダ電子株式会社,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,True,"フクダ電子株式会社 fukuda denshi co.,ltd. 69600"
E02305,79990,ＭＵＴＯＨホールディングス株式会社,"MUTOH HOLDINGS CO., LTD.",Electric Appliances,True,"ｍｕｔｏｈホールディングス株式会社 mutoh holdings co., ltd. 79990"
E02306,68580,株式会社小野測器,"ONO SOKKI Co.,Ltd.",Electric Appliances,True,"株式会社小野測器 ono sokki co.,ltd. 68580"
E02307,68590,エスペック株式会社,ESPEC CORP.,Electric Appliances,True,エスペック株式会社 espec corp. 68590
E02308,77400,株式会社タムロン,"Tamron Co.,Ltd.",Precision Instruments,True,"株式会社タムロン tamron co.,ltd. 77400"
E02310,,川澄化学工業株式会社,"Kawasumi Laboratories, Incorporated",Precision Instruments,False,"川澄化学工業株式会社 kawasumi laboratories, incorporated "
E02315,35930,株式会社ホギメディカル,"HOGY MEDICAL CO.,LTD.",Textiles & Apparels,True,"株式会社ホギメディカル hogy medical co.,ltd. 35930"
E02320,,ジーエルサイエンス株式会社,GL Sciences Co.,Others,False,ジーエルサイエンス株式会社 gl sciences co. 
E02322,77440,ノーリツ鋼機株式会社,"Noritsu Koki Co.,Ltd.",Precision Instruments,True,"ノーリツ鋼機株式会社 noritsu koki co.,ltd. 77440"
E02323,77130,シグマ光機株式会社,"SIGMAKOKI  CO.,LTD.",Precision Instruments,True,"シグマ光機株式会社 sigmakoki  co.,ltd. 77130"
E02324,68880,アクモス株式会社,ACMOS INC.,Information & Communication,True,アクモス株式会社 acmos inc. 68880
E02325,77710,日本精密株式会社,"Nihon Seimitsu Co.,Ltd.",Precision Instruments,True,"日本精密株式会社 nihon seimitsu co.,ltd. 77710"
E02327,,株式会社モリテックス,MORITEX  CORPORATION,Precision Instruments,False,株式会社モリテックス moritex  corporation 
E02328,63230,ローツェ株式会社,RORZE CORPORATION,Machinery,True,ローツェ株式会社 rorze corporation 63230
E02329,77150,長野計器株式会社,"NAGANO KEIKI  CO., LTD.",Precision Instruments,True,"長野計器株式会社 nagano keiki  co., ltd. 77150"
E02331,77160,株式会社ナカニシ,NAKANISHI INC.,Precision Instruments,True,株式会社ナカニシ nakanishi inc. 77160
E02333,67880,株式会社日本トリム,"NIHON TRIM.,CO.LTD.",Electric Appliances,True,"株式会社日本トリム nihon trim.,co.ltd. 67880"
E02334,77170,株式会社ブイ・テクノロジー,"V Technology Co., Ltd.",Precision Instruments,True,"株式会社ブイ・テクノロジー v technology co., ltd. 77170"
E02335,77220,国際計測器株式会社,"KOKUSAI CO.,LTD",Precision Instruments,True,"国際計測器株式会社 kokusai co.,ltd 77220"
E02336,77250,株式会社インターアクション,INTER ACTION Corporation,Precision Instruments,True,株式会社インターアクション inter action corporation 77250
E02337,77090,クボテック株式会社,KUBOTEK CORPORATION,Precision Instruments,True,クボテック株式会社 kubotek corporation 77090
E02338,77070,プレシジョン・システム・サイエンス株式会社,"Precision System Science Co., Ltd.",Precision Instruments,True,"プレシジョン・システム・サイエンス株式会社 precision system science co., ltd. 77070"
E02340,77300,マニー株式会社,"MANI, INC.",Precision Instruments,True,"マニー株式会社 mani, inc. 77300"
E02342,67780,株式会社アルチザネットワークス,"Artiza Networks, Inc.",Electric Appliances,True,"株式会社アルチザネットワークス artiza networks, inc. 67780"
E02343,61560,株式会社エーワン精密,A-ONE SEIMITSU INC.,Machinery,True,株式会社エーワン精密 a-one seimitsu inc. 61560
E02344,77450,株式会社Ａ＆Ｄホロンホールディングス,"A&D HOLON Holdings Company, Limited",Precision Instruments,True,"株式会社ａ＆ｄホロンホールディングス a&d holon holdings company, limited 77450"
E02345,66780,株式会社テクノメディカ,"Techno Medica Co., Ltd.",Electric Appliances,True,"株式会社テクノメディカ techno medica co., ltd. 66780"
E02346,66770,株式会社エスケーエレクトロニクス,"SK-Electronics CO.,LTD.",Electric Appliances,True,"株式会社エスケーエレクトロニクス sk-electronics co.,ltd. 66770"
E02347,,株式会社レイテックス,RAYTEX CORPORATION,Electric Appliances,False,株式会社レイテックス raytex corporation 
E02348,42370,フジプレアム株式会社,Fujipream Corporation,Chemicals,True,フジプレアム株式会社 fujipream corporation 42370
E02349,77470,朝日インテック株式会社,"ASAHI  INTECC CO.,LTD.",Precision Instruments,True,"朝日インテック株式会社 asahi  intecc co.,ltd. 77470"
E02350,62660,タツモ株式会社,"TAZMO CO.,LTD",Machinery,True,"タツモ株式会社 tazmo co.,ltd 62660"
E02352,77600,ＩＭＶ株式会社,IMV CORPORATION,Precision Instruments,True,ｉｍｖ株式会社 imv corporation 77600
E02353,,株式会社ホロン,"HOLON  CO.,LTD.",Precision Instruments,False,"株式会社ホロン holon  co.,ltd. "
E02354,77490,メディキット株式会社,"MEDIKIT CO.,LTD",Precision Instruments,True,"メディキット株式会社 medikit co.,ltd 77490"
E02356,66560,インスペック株式会社,inspec Inc.,Electric Appliances,True,インスペック株式会社 inspec inc. 66560
E02357,77740,株式会社ジャパン・ティッシュエンジニアリング,"Japan Tissue Engineering Co., Ltd.",Precision Instruments,True,"株式会社ジャパン・ティッシュエンジニアリング japan tissue engineering co., ltd. 77740"
E02360,,株式会社太陽工機,"TAIYO KOKI CO.,LTD.",Machinery,False,"株式会社太陽工機 taiyo koki co.,ltd. "
E02362,79510,ヤマハ株式会社,YAMAHA CORPORATION,Other Products,True,ヤマハ株式会社 yamaha corporation 79510
E02363,79520,株式会社河合楽器製作所,Kawai Musical Instruments Manufacturing Co.,Other Products,True,株式会社河合楽器製作所 kawai musical instruments manufacturing co. 79520
E02365,79920,セーラー万年筆株式会社,"The Sailor Pen Co.,Ltd.",Other Products,True,"セーラー万年筆株式会社 the sailor pen co.,ltd. 79920"
E02366,79760,三菱鉛筆株式会社,"MITSUBISHI PENCIL CO.,LTD.",Other Products,True,"三菱鉛筆株式会社 mitsubishi pencil co.,ltd. 79760"
E02367,79740,任天堂株式会社,"Nintendo Co., Ltd.",Other Products,True,"任天堂株式会社 nintendo co., ltd. 79740"
E02368,,ＹＫＫ株式会社,YKK Corporation,Other Products,False,ｙｋｋ株式会社 ykk corporation 
E02369,79940,株式会社オカムラ,OKAMURA CORPORATION,Other Products,True,株式会社オカムラ okamura corporation 79940
E02371,79720,株式会社イトーキ,ITOKI  CORPORATION,Other Products,True,株式会社イトーキ itoki  corporation 79720
E02372,79970,株式会社くろがね工作所,Kurogane Kosakusho Ltd.,Other Products,True,株式会社くろがね工作所 kurogane kosakusho ltd. 79970
E02373,79810,タカラスタンダード株式会社,"TAKARA STANDARD CO.,LTD.",Other Products,True,"タカラスタンダード株式会社 takara standard co.,ltd. 79810"
E02376,79830,株式会社ミロク,Miroku Corporation,Other Products,True,株式会社ミロク miroku corporation 79830
E02377,79910,マミヤ・オーピー株式会社,"MAMIYA-OP CO.,LTD.",Machinery,True,"マミヤ・オーピー株式会社 mamiya-op co.,ltd. 79910"
E02378,79360,株式会社アシックス,ASICS Corporation,Other Products,True,株式会社アシックス asics corporation 79360
E02379,59430,株式会社ノーリツ,NORITZ CORPORATION,Metal Products,True,株式会社ノーリツ noritz corporation 59430
E02380,73130,テイ・エス　テック株式会社,"TS TECH CO., LTD.",Transportation Equipments,True,"テイ・エス　テック株式会社 ts tech co., ltd. 73130"
E02381,64540,マックス株式会社,"MAX CO., LTD.",Machinery,True,"マックス株式会社 max co., ltd. 64540"
E02382,79900,グローブライド株式会社,"GLOBERIDE, Inc.",Other Products,True,"グローブライド株式会社 globeride, inc. 79900"
E02383,79800,株式会社　重松製作所,"SHIGEMATSU WORKS CO.,LTD.",Other Products,True,"株式会社　重松製作所 shigematsu works co.,ltd. 79800"
E02385,79850,ネポン株式会社,NEPON Inc.,Metal Products,True,ネポン株式会社 nepon inc. 79850
E02386,79880,株式会社ニフコ,NIFCO INC.,Chemicals,True,株式会社ニフコ nifco inc. 79880
E02387,72840,盟和産業株式会社,"MEIWA Industry Co.,Ltd",Transportation Equipments,True,"盟和産業株式会社 meiwa industry co.,ltd 72840"
E02388,79700,信越ポリマー株式会社,"Shin-Etsu Polymer Co.,Ltd.",Chemicals,True,"信越ポリマー株式会社 shin-etsu polymer co.,ltd. 79700"
E02389,79890,立川ブラインド工業株式会社,TACHIKAWA CORPORATION,Metal Products,True,立川ブラインド工業株式会社 tachikawa corporation 79890
E02390,69610,株式会社エンプラス,ENPLAS CORPORATION,Electric Appliances,True,株式会社エンプラス enplas corporation 69610
E02392,,株式会社ＴＡＳＡＫＩ,TASAKI & Co.,Others,False,株式会社ｔａｓａｋｉ tasaki & co. 
E02394,79660,リンテック株式会社,LINTEC Corporation,Other Products,True,リンテック株式会社 lintec corporation 79660
E02395,79650,象印マホービン株式会社,ZOJIRUSHI CORPORATION,Electric Appliances,True,象印マホービン株式会社 zojirushi corporation 79650
E02396,79630,興研株式会社,KOKEN LTD.,Other Products,True,興研株式会社 koken ltd. 79630
E02397,,株式会社セガ,SEGA Corporation,Others,False,株式会社セガ sega corporation 
E02398,79620,株式会社キングジム,"KING JIM CO.,LTD.",Other Products,True,"株式会社キングジム king jim co.,ltd. 79620"
E02401,,株式会社オリバー,Oliver Corporation,Others,False,株式会社オリバー oliver corporation 
E02402,79570,フジコピアン株式会社,"FUJICOPIAN CO., LTD.",Other Products,True,"フジコピアン株式会社 fujicopian co., ltd. 79570"
E02403,64120,株式会社平和,Heiwa Corporation,Machinery,True,株式会社平和 heiwa corporation 64120
E02404,79560,ピジョン株式会社,PIGEON CORPORATION,Other Products,True,ピジョン株式会社 pigeon corporation 79560
E02406,79550,クリナップ株式会社,Cleanup Corporation,Other Products,True,クリナップ株式会社 cleanup corporation 79550
E02407,79500,日本デコラックス株式会社,"NIHON DECOLUXE CO.,LTD.",Chemicals,True,"日本デコラックス株式会社 nihon decoluxe co.,ltd. 79500"
E02408,79490,小松ウオール工業株式会社,"KOMATSU WALL INDUSTRY CO., LTD.",Other Products,True,"小松ウオール工業株式会社 komatsu wall industry co., ltd. 79490"
E02409,59060,エムケー精工株式会社,"MK SEIKO CO., LTD.",Metal Products,True,"エムケー精工株式会社 mk seiko co., ltd. 59060"
E02410,64130,理想科学工業株式会社,RISO KAGAKU CORPORATION,Machinery,True,理想科学工業株式会社 riso kagaku corporation 64130
E02411,68630,株式会社ニレコ,NIRECO CORPORATION,Electric Appliances,True,株式会社ニレコ nireco corporation 68630
E02412,79470,株式会社エフピコ,FP CORPORATION,Chemicals,True,株式会社エフピコ fp corporation 79470
E02413,,コマニー株式会社,COMANY INC.,Other Products,False,コマニー株式会社 comany inc. 
E02414,77430,株式会社シード,"SEED CO.,LTD.",Precision Instruments,True,"株式会社シード seed co.,ltd. 77430"
E02415,79430,ニチハ株式会社,NICHIHA CORPORATION,Glass & Ceramics Products,True,ニチハ株式会社 nichiha corporation 79430
E02416,51870,クリエートメディック株式会社,"CREATE MEDIC CO.,LTD.",Precision Instruments,True,"クリエートメディック株式会社 create medic co.,ltd. 51870"
E02417,96970,株式会社カプコン,"CAPCOM CO., LTD.",Information & Communication,True,"株式会社カプコン capcom co., ltd. 96970"
